,STATE,STATEFP,COUNTYFP,COUNTYNS,COUNTYNAME,CLASSFP,FUNCSTAT
1310,MI,26,157,1623019,Tuscola County,H1,A
1311,MI,26,159,1623020,Van Buren County,H1,A
1312,MI,26,161,1623021,Washtenaw County,H1,A
1313,MI,26,163,1623022,Wayne County,H1,A
1314,MI,26,165,1623023,Wexford County,H1,A
1315,MN,27,1,663198,Aitkin County,H1,A
1316,MN,27,3,659447,Anoka County,H1,A
1317,MN,27,5,659448,Becker County,H1,A
1318,MN,27,7,659449,Beltrami County,H1,A
1319,MN,27,9,659450,Benton County,H1,A
1320,MN,27,11,659451,Big Stone County,H1,A
1321,MN,27,13,659452,Blue Earth County,H1,A
1322,MN,27,15,659453,Brown County,H1,A
1323,MN,27,17,659454,Carlton County,H1,A
1324,MN,27,19,659455,Carver County,H1,A
1325,MN,27,21,659456,Cass County,H1,A
1326,MN,27,23,659457,Chippewa County,H1,A
1327,MN,27,25,659458,Chisago County,H1,A
1328,MN,27,27,659459,Clay County,H1,A
1329,MN,27,29,659460,Clearwater County,H1,A
1330,MN,27,31,659461,Cook County,H1,A
1331,MN,27,33,659462,Cottonwood County,H1,A
1332,MN,27,35,659463,Crow Wing County,H1,A
1333,MN,27,37,659464,Dakota County,H1,A
1334,MN,27,39,659465,Dodge County,H1,A
1335,MN,27,41,659466,Douglas County,H1,A
1336,MN,27,43,659467,Faribault County,H1,A
1337,MN,27,45,659468,Fillmore County,H1,A
1338,MN,27,47,659469,Freeborn County,H1,A
1339,MN,27,49,659470,Goodhue County,H1,A
1340,MN,27,51,659471,Grant County,H1,A
1341,MN,27,53,659472,Hennepin County,H1,A
1342,MN,27,55,659473,Houston County,H1,A
1343,MN,27,57,659474,Hubbard County,H1,A
1344,MN,27,59,659475,Isanti County,H1,A
1345,MN,27,61,659476,Itasca County,H1,A
1346,MN,27,63,659477,Jackson County,H1,A
1347,MN,27,65,659478,Kanabec County,H1,A
1348,MN,27,67,659479,Kandiyohi County,H1,A
1349,MN,27,69,659480,Kittson County,H1,A
1350,MN,27,71,659481,Koochiching County,H1,A
1351,MN,27,73,659482,Lac qui Parle County,H1,A
1352,MN,27,75,659484,Lake County,H1,A
1353,MN,27,77,659483,Lake of the Woods County,H1,A
1354,MN,27,79,659485,Le Sueur County,H1,A
1355,MN,27,81,659486,Lincoln County,H1,A
1356,MN,27,83,659487,Lyon County,H1,A
1357,MN,27,85,659491,McLeod County,H1,A
1358,MN,27,87,659488,Mahnomen County,H1,A
1359,MN,27,89,659489,Marshall County,H1,A
1360,MN,27,91,659490,Martin County,H1,A
1361,MN,27,93,659492,Meeker County,H1,A
1362,MN,27,95,659493,Mille Lacs County,H1,A
1363,MN,27,97,659494,Morrison County,H1,A
1364,MN,27,99,659495,Mower County,H1,A
1365,MN,27,101,659496,Murray County,H1,A
1366,MN,27,103,659497,Nicollet County,H1,A
1367,MN,27,105,659498,Nobles County,H1,A
1368,MN,27,107,659499,Norman County,H1,A
1369,MN,27,109,659500,Olmsted County,H1,A
1370,MN,27,111,659501,Otter Tail County,H1,A
1371,MN,27,113,659502,Pennington County,H1,A
1372,MN,27,115,659503,Pine County,H1,A
1373,MN,27,117,659504,Pipestone County,H1,A
1374,MN,27,119,659505,Polk County,H1,A
1375,MN,27,121,659506,Pope County,H1,A
1376,MN,27,123,659507,Ramsey County,H1,A
1377,MN,27,125,659508,Red Lake County,H1,A
1378,MN,27,127,659509,Redwood County,H1,A
1379,MN,27,129,659510,Renville County,H1,A
1380,MN,27,131,659511,Rice County,H1,A
1381,MN,27,133,659512,Rock County,H1,A
1382,MN,27,135,659513,Roseau County,H1,A
1383,MN,27,137,662850,St. Louis County,H1,A
1384,MN,27,139,659514,Scott County,H1,A
1385,MN,27,141,659515,Sherburne County,H1,A
1386,MN,27,143,659516,Sibley County,H1,A
1387,MN,27,145,659517,Stearns County,H1,A
1388,MN,27,147,659518,Steele County,H1,A
1389,MN,27,149,659519,Stevens County,H1,A
1390,MN,27,151,659520,Swift County,H1,A
1391,MN,27,153,659521,Todd County,H1,A
1392,MN,27,155,659522,Traverse County,H1,A
1393,MN,27,157,659523,Wabasha County,H1,A
1394,MN,27,159,659524,Wadena County,H1,A
1395,MN,27,161,659525,Waseca County,H1,A
1396,MN,27,163,659526,Washington County,H1,A
1397,MN,27,165,659527,Watonwan County,H1,A
1398,MN,27,167,659528,Wilkin County,H1,A
1399,MN,27,169,659529,Winona County,H1,A
1400,MN,27,171,659530,Wright County,H1,A
1401,MN,27,173,659531,Yellow Medicine County,H1,A
1402,MS,28,1,695726,Adams County,H1,A
1403,MS,28,3,711755,Alcorn County,H1,A
1404,MS,28,5,695727,Amite County,H1,A
1405,MS,28,7,695728,Attala County,H1,A
1406,MS,28,9,695729,Benton County,H1,A
1407,MS,28,11,695730,Bolivar County,H1,A
1408,MS,28,13,695731,Calhoun County,H1,A
1409,MS,28,15,695732,Carroll County,H1,A
1410,MS,28,17,695733,Chickasaw County,H1,A
1411,MS,28,19,695734,Choctaw County,H1,A
1412,MS,28,21,695735,Claiborne County,H1,A
1413,MS,28,23,695736,Clarke County,H1,A
1414,MS,28,25,695737,Clay County,H1,A
1415,MS,28,27,695738,Coahoma County,H1,A
1416,MS,28,29,695739,Copiah County,H1,A
1417,MS,28,31,695740,Covington County,H1,A
1418,MS,28,33,695741,DeSoto County,H1,A
1419,MS,28,35,695742,Forrest County,H1,A
1420,MS,28,37,695743,Franklin County,H1,A
1421,MS,28,39,695744,George County,H1,A
1422,MS,28,41,695745,Greene County,H1,A
1423,MS,28,43,695746,Grenada County,H1,A
1424,MS,28,45,711756,Hancock County,H1,A
1425,MS,28,47,695747,Harrison County,H1,A
1426,MS,28,49,695748,Hinds County,H1,A
1427,MS,28,51,695749,Holmes County,H1,A
1428,MS,28,53,695750,Humphreys County,H1,A
1429,MS,28,55,695751,Issaquena County,H1,A
1430,MS,28,57,695752,Itawamba County,H1,A
1431,MS,28,59,695753,Jackson County,H1,A
1432,MS,28,61,695754,Jasper County,H1,A
1433,MS,28,63,695755,Jefferson County,H1,A
1434,MS,28,65,695756,Jefferson Davis County,H1,A
1435,MS,28,67,695757,Jones County,H1,A
1436,MS,28,69,695758,Kemper County,H1,A
1437,MS,28,71,695759,Lafayette County,H1,A
1438,MS,28,73,695760,Lamar County,H1,A
1439,MS,28,75,695761,Lauderdale County,H1,A
1440,MS,28,77,695762,Lawrence County,H1,A
1441,MS,28,79,695763,Leake County,H1,A
1442,MS,28,81,695764,Lee County,H1,A
1443,MS,28,83,695765,Leflore County,H1,A
1444,MS,28,85,695766,Lincoln County,H1,A
1445,MS,28,87,695767,Lowndes County,H1,A
1446,MS,28,89,695768,Madison County,H1,A
1447,MS,28,91,695769,Marion County,H1,A
1448,MS,28,93,695770,Marshall County,H1,A
1449,MS,28,95,695771,Monroe County,H1,A
1450,MS,28,97,711757,Montgomery County,H1,A
1451,MS,28,99,695772,Neshoba County,H1,A
1452,MS,28,101,695773,Newton County,H1,A
1453,MS,28,103,695774,Noxubee County,H1,A
1454,MS,28,105,695775,Oktibbeha County,H1,A
1455,MS,28,107,695776,Panola County,H1,A
1456,MS,28,109,695777,Pearl River County,H1,A
1457,MS,28,111,695778,Perry County,H1,A
1458,MS,28,113,711758,Pike County,H1,A
1459,MS,28,115,695803,Pontotoc County,H1,A
1460,MS,28,117,695779,Prentiss County,H1,A
1461,MS,28,119,695780,Quitman County,H1,A
1462,MS,28,121,695781,Rankin County,H1,A
1463,MS,28,123,695782,Scott County,H1,A
1464,MS,28,125,695783,Sharkey County,H1,A
1465,MS,28,127,695784,Simpson County,H1,A
1466,MS,28,129,695785,Smith County,H1,A
1467,MS,28,131,695786,Stone County,H1,A
1468,MS,28,133,695787,Sunflower County,H1,A
1469,MS,28,135,695788,Tallahatchie County,H1,A
1470,MS,28,137,695789,Tate County,H1,A
1471,MS,28,139,695790,Tippah County,H1,A
1472,MS,28,141,695791,Tishomingo County,H1,A
1473,MS,28,143,695792,Tunica County,H1,A
1474,MS,28,145,695793,Union County,H1,A
1475,MS,28,147,695794,Walthall County,H1,A
1476,MS,28,149,695795,Warren County,H1,A
1477,MS,28,151,695796,Washington County,H1,A
1478,MS,28,153,695797,Wayne County,H1,A
1479,MS,28,155,695798,Webster County,H1,A
1480,MS,28,157,695799,Wilkinson County,H1,A
1481,MS,28,159,695800,Winston County,H1,A
1482,MS,28,161,695801,Yalobusha County,H1,A
1483,MS,28,163,695802,Yazoo County,H1,A
1484,MO,29,1,765805,Adair County,H1,A
1485,MO,29,3,758456,Andrew County,H1,A
1486,MO,29,5,758457,Atchison County,H1,A
1487,MO,29,7,758458,Audrain County,H1,A
1488,MO,29,9,758459,Barry County,H1,A
1489,MO,29,11,758460,Barton County,H1,A
1490,MO,29,13,758461,Bates County,H1,A
1491,MO,29,15,758462,Benton County,H1,A
1492,MO,29,17,758463,Bollinger County,H1,A
1493,MO,29,19,758464,Boone County,H1,A
1494,MO,29,21,758465,Buchanan County,H1,A
1495,MO,29,23,758466,Butler County,H1,A
1496,MO,29,25,758467,Caldwell County,H1,A
1497,MO,29,27,758468,Callaway County,H1,A
1498,MO,29,29,758469,Camden County,H1,A
1499,MO,29,31,758470,Cape Girardeau County,H1,A
1500,MO,29,33,758471,Carroll County,H1,A
1501,MO,29,35,758472,Carter County,H1,A
1502,MO,29,37,758473,Cass County,H1,A
1503,MO,29,39,758474,Cedar County,H1,A
1504,MO,29,41,758475,Chariton County,H1,A
1505,MO,29,43,758476,Christian County,H1,A
1506,MO,29,45,758477,Clark County,H1,A
1507,MO,29,47,758478,Clay County,H1,A
1508,MO,29,49,758479,Clinton County,H1,A
1509,MO,29,51,758480,Cole County,H1,A
1510,MO,29,53,758481,Cooper County,H1,A
1511,MO,29,55,758482,Crawford County,H1,A
1512,MO,29,57,758483,Dade County,H1,A
1513,MO,29,59,758484,Dallas County,H1,A
1514,MO,29,61,758485,Daviess County,H1,A
1515,MO,29,63,758486,DeKalb County,H1,A
1516,MO,29,65,758487,Dent County,H1,A
1517,MO,29,67,758488,Douglas County,H1,A
1518,MO,29,69,758489,Dunklin County,H1,A
1519,MO,29,71,758490,Franklin County,H1,A
1520,MO,29,73,758491,Gasconade County,H1,A
1521,MO,29,75,758492,Gentry County,H1,A
1522,MO,29,77,758493,Greene County,H1,A
1523,MO,29,79,758494,Grundy County,H1,A
1524,MO,29,81,758495,Harrison County,H1,A
1525,MO,29,83,758496,Henry County,H1,A
1526,MO,29,85,758497,Hickory County,H1,A
1527,MO,29,87,758498,Holt County,H1,A
1528,MO,29,89,758499,Howard County,H1,A
1529,MO,29,91,758500,Howell County,H1,A
1530,MO,29,93,758501,Iron County,H1,A
1531,MO,29,95,758502,Jackson County,H1,A
1532,MO,29,97,758503,Jasper County,H1,A
1533,MO,29,99,758504,Jefferson County,H1,A
1534,MO,29,101,758505,Johnson County,H1,A
1535,MO,29,103,758506,Knox County,H1,A
1536,MO,29,105,758507,Laclede County,H1,A
1537,MO,29,107,758508,Lafayette County,H1,A
1538,MO,29,109,758509,Lawrence County,H1,A
1539,MO,29,111,758510,Lewis County,H1,A
1540,MO,29,113,758511,Lincoln County,H1,A
1541,MO,29,115,758512,Linn County,H1,A
1542,MO,29,117,758513,Livingston County,H1,A
1543,MO,29,119,758518,McDonald County,H1,A
1544,MO,29,121,758514,Macon County,H1,A
1545,MO,29,123,758515,Madison County,H1,A
1546,MO,29,125,758516,Maries County,H1,A
1547,MO,29,127,758517,Marion County,H1,A
1548,MO,29,129,758519,Mercer County,H1,A
1549,MO,29,131,758520,Miller County,H1,A
1550,MO,29,133,758521,Mississippi County,H1,A
1551,MO,29,135,758522,Moniteau County,H1,A
1552,MO,29,137,758523,Monroe County,H1,A
1553,MO,29,139,758524,Montgomery County,H1,A
1554,MO,29,141,758525,Morgan County,H1,A
1555,MO,29,143,758526,New Madrid County,H1,A
1556,MO,29,145,758527,Newton County,H1,A
1557,MO,29,147,758528,Nodaway County,H1,A
1558,MO,29,149,758529,Oregon County,H1,A
1559,MO,29,151,758530,Osage County,H1,A
1560,MO,29,153,758531,Ozark County,H1,A
1561,MO,29,155,758532,Pemiscot County,H1,A
1562,MO,29,157,758533,Perry County,H1,A
1563,MO,29,159,758534,Pettis County,H1,A
1564,MO,29,161,758535,Phelps County,H1,A
1565,MO,29,163,758536,Pike County,H1,A
1566,MO,29,165,758537,Platte County,H1,A
1567,MO,29,167,758538,Polk County,H1,A
1568,MO,29,169,758539,Pulaski County,H1,A
1569,MO,29,171,758540,Putnam County,H1,A
1570,MO,29,173,758541,Ralls County,H1,A
1571,MO,29,175,758542,Randolph County,H1,A
1572,MO,29,177,758543,Ray County,H1,A
1573,MO,29,179,758544,Reynolds County,H1,A
1574,MO,29,181,758545,Ripley County,H1,A
1575,MO,29,183,758546,St. Charles County,H1,A
1576,MO,29,185,758547,St. Clair County,H1,A
1577,MO,29,186,765806,Ste. Genevieve County,H1,A
1578,MO,29,187,758548,St. Francois County,H1,A
1579,MO,29,189,758549,St. Louis County,H1,A
1580,MO,29,195,758550,Saline County,H1,A
1581,MO,29,197,758551,Schuyler County,H1,A
1582,MO,29,199,758552,Scotland County,H1,A
1583,MO,29,201,758553,Scott County,H1,A
1584,MO,29,203,758554,Shannon County,H1,A
1585,MO,29,205,758555,Shelby County,H1,A
1586,MO,29,207,758556,Stoddard County,H1,A
1587,MO,29,209,758557,Stone County,H1,A
1588,MO,29,211,758558,Sullivan County,H1,A
1589,MO,29,213,758559,Taney County,H1,A
1590,MO,29,215,758560,Texas County,H1,A
1591,MO,29,217,758561,Vernon County,H1,A
1592,MO,29,219,758562,Warren County,H1,A
1593,MO,29,221,758563,Washington County,H1,A
1594,MO,29,223,758564,Wayne County,H1,A
1595,MO,29,225,758565,Webster County,H1,A
1596,MO,29,227,758566,Worth County,H1,A
1597,MO,29,229,758567,Wright County,H1,A
1598,MO,29,510,767557,St. Louis city,C7,F
1599,MT,30,1,1719627,Beaverhead County,H1,A
1600,MT,30,3,1716521,Big Horn County,H1,A
1601,MT,30,5,1722470,Blaine County,H1,A
1602,MT,30,7,1719625,Broadwater County,H1,A
1603,MT,30,9,1720111,Carbon County,H1,A
1604,MT,30,11,1688746,Carter County,H1,A
1605,MT,30,13,1719622,Cascade County,H1,A
1606,MT,30,15,1719619,Chouteau County,H1,A
1607,MT,30,17,1720109,Custer County,H1,A
1608,MT,30,19,1637566,Daniels County,H1,A
1609,MT,30,21,1715632,Dawson County,H1,A
1610,MT,30,23,1719617,Deer Lodge County,H6,C
1611,MT,30,25,1688745,Fallon County,H1,A
1612,MT,30,27,1719614,Fergus County,H1,A
1613,MT,30,29,1719611,Flathead County,H1,A
1614,MT,30,31,1720053,Gallatin County,H1,A
1615,MT,30,33,1716058,Garfield County,H1,A
1616,MT,30,35,1719607,Glacier County,H1,A
1617,MT,30,37,1723078,Golden Valley County,H1,A
1618,MT,30,39,1719605,Granite County,H1,A
1619,MT,30,41,1720048,Hill County,H1,A
1620,MT,30,43,1720045,Jefferson County,H1,A
1621,MT,30,45,1719602,Judith Basin County,H1,A
1622,MT,30,47,1796943,Lake County,H1,A
1623,MT,30,49,793926,Lewis and Clark County,H1,A
1624,MT,30,51,1720036,Liberty County,H1,A
1625,MT,30,53,1720038,Lincoln County,H1,A
1626,MT,30,55,1716270,McCone County,H1,A
1627,MT,30,57,1720033,Madison County,H1,A
1628,MT,30,59,1719600,Meagher County,H1,A
1629,MT,30,61,1720030,Mineral County,H1,A
1630,MT,30,63,1719596,Missoula County,H1,A
1631,MT,30,65,1719593,Musselshell County,H1,A
1632,MT,30,67,1720027,Park County,H1,A
1633,MT,30,69,1719590,Petroleum County,H1,A
1634,MT,30,71,1720023,Phillips County,H1,A
1635,MT,30,73,1719587,Pondera County,H1,A
1636,MT,30,75,1719584,Powder River County,H1,A
1637,MT,30,77,1720021,Powell County,H1,A
1638,MT,30,79,1715847,Prairie County,H1,A
1639,MT,30,81,1719582,Ravalli County,H1,A
1640,MT,30,83,1715338,Richland County,H1,A
1641,MT,30,85,1669428,Roosevelt County,H1,A
1642,MT,30,87,1716795,Rosebud County,H1,A
1643,MT,30,89,1719578,Sanders County,H1,A
1644,MT,30,91,1677577,Sheridan County,H1,A
1645,MT,30,93,1719575,Silver Bow County,H6,C
1646,MT,30,95,1719572,Stillwater County,H1,A
1647,MT,30,97,1719569,Sweet Grass County,H1,A
1648,MT,30,99,1720018,Teton County,H1,A
1649,MT,30,101,1719566,Toole County,H1,A
1650,MT,30,103,1719563,Treasure County,H1,A
1651,MT,30,105,1678923,Valley County,H1,A
1652,MT,30,107,1719560,Wheatland County,H1,A
1653,MT,30,109,1696629,Wibaux County,H1,A
1654,MT,30,111,1719558,Yellowstone County,H1,A
1655,NE,31,1,835823,Adams County,H1,A
1656,NE,31,3,835824,Antelope County,H1,A
1657,NE,31,5,835825,Arthur County,H1,A
1658,NE,31,7,835826,Banner County,H1,A
1659,NE,31,9,835827,Blaine County,H1,A
1660,NE,31,11,835828,Boone County,H1,A
1661,NE,31,13,835991,Box Butte County,H1,A
1662,NE,31,15,835829,Boyd County,H1,A
1663,NE,31,17,835830,Brown County,H1,A
1664,NE,31,19,835831,Buffalo County,H1,A
1665,NE,31,21,835832,Burt County,H1,A
1666,NE,31,23,835833,Butler County,H1,A
1667,NE,31,25,835834,Cass County,H1,A
1668,NE,31,27,835835,Cedar County,H1,A
1669,NE,31,29,835836,Chase County,H1,A
1670,NE,31,31,835837,Cherry County,H1,A
1671,NE,31,33,835838,Cheyenne County,H1,A
1672,NE,31,35,835839,Clay County,H1,A
1673,NE,31,37,835840,Colfax County,H1,A
1674,NE,31,39,835841,Cuming County,H1,A
1675,NE,31,41,835842,Custer County,H1,A
1676,NE,31,43,835843,Dakota County,H1,A
1677,NE,31,45,835844,Dawes County,H1,A
1678,NE,31,47,835845,Dawson County,H1,A
1679,NE,31,49,835846,Deuel County,H1,A
1680,NE,31,51,835847,Dixon County,H1,A
1681,NE,31,53,835848,Dodge County,H1,A
1682,NE,31,55,835849,Douglas County,H1,A
1683,NE,31,57,835850,Dundy County,H1,A
1684,NE,31,59,835851,Fillmore County,H1,A
1685,NE,31,61,835852,Franklin County,H1,A
1686,NE,31,63,835853,Frontier County,H1,A
1687,NE,31,65,835854,Furnas County,H1,A
1688,NE,31,67,835855,Gage County,H1,A
1689,NE,31,69,835856,Garden County,H1,A
1690,NE,31,71,835857,Garfield County,H1,A
1691,NE,31,73,835858,Gosper County,H1,A
1692,NE,31,75,835859,Grant County,H1,A
1693,NE,31,77,835860,Greeley County,H1,A
1694,NE,31,79,835861,Hall County,H1,A
1695,NE,31,81,835862,Hamilton County,H1,A
1696,NE,31,83,835863,Harlan County,H1,A
1697,NE,31,85,835864,Hayes County,H1,A
1698,NE,31,87,835865,Hitchcock County,H1,A
1699,NE,31,89,835866,Holt County,H1,A
1700,NE,31,91,835867,Hooker County,H1,A
1701,NE,31,93,835868,Howard County,H1,A
1702,NE,31,95,835869,Jefferson County,H1,A
1703,NE,31,97,835870,Johnson County,H1,A
1704,NE,31,99,835871,Kearney County,H1,A
1705,NE,31,101,835872,Keith County,H1,A
1706,NE,31,103,835873,Keya Paha County,H1,A
1707,NE,31,105,835874,Kimball County,H1,A
1708,NE,31,107,835875,Knox County,H1,A
1709,NE,31,109,835876,Lancaster County,H1,A
1710,NE,31,111,835877,Lincoln County,H1,A
1711,NE,31,113,835878,Logan County,H1,A
1712,NE,31,115,835879,Loup County,H1,A
1713,NE,31,117,835881,McPherson County,H1,A
1714,NE,31,119,835880,Madison County,H1,A
1715,NE,31,121,835882,Merrick County,H1,A
1716,NE,31,123,835883,Morrill County,H1,A
1717,NE,31,125,835884,Nance County,H1,A
1718,NE,31,127,835885,Nemaha County,H1,A
1719,NE,31,129,835886,Nuckolls County,H1,A
1720,NE,31,131,835887,Otoe County,H1,A
1721,NE,31,133,835888,Pawnee County,H1,A
1722,NE,31,135,835889,Perkins County,H1,A
1723,NE,31,137,835890,Phelps County,H1,A
1724,NE,31,139,835891,Pierce County,H1,A
1725,NE,31,141,835892,Platte County,H1,A
1726,NE,31,143,835893,Polk County,H1,A
1727,NE,31,145,835894,Red Willow County,H1,A
1728,NE,31,147,835895,Richardson County,H1,A
1729,NE,31,149,835896,Rock County,H1,A
1730,NE,31,151,835897,Saline County,H1,A
1731,NE,31,153,835898,Sarpy County,H1,A
1732,NE,31,155,835899,Saunders County,H1,A
1733,NE,31,157,835900,Scotts Bluff County,H1,A
1734,NE,31,159,835901,Seward County,H1,A
1735,NE,31,161,835902,Sheridan County,H1,A
1736,NE,31,163,835903,Sherman County,H1,A
1737,NE,31,165,835904,Sioux County,H1,A
1738,NE,31,167,835905,Stanton County,H1,A
1739,NE,31,169,835906,Thayer County,H1,A
1740,NE,31,171,835907,Thomas County,H1,A
1741,NE,31,173,835908,Thurston County,H1,A
1742,NE,31,175,835909,Valley County,H1,A
1743,NE,31,177,835910,Washington County,H1,A
1744,NE,31,179,835911,Wayne County,H1,A
1745,NE,31,181,835912,Webster County,H1,A
1746,NE,31,183,835913,Wheeler County,H1,A
1747,NE,31,185,835914,York County,H1,A
1748,NV,32,1,858638,Churchill County,H1,A
1749,NV,32,3,863600,Clark County,H1,A
1750,NV,32,5,858643,Douglas County,H1,A
1751,NV,32,7,857664,Elko County,H1,A
1752,NV,32,9,858641,Esmeralda County,H1,A
1753,NV,32,11,858640,Eureka County,H1,A
1754,NV,32,13,863310,Humboldt County,H1,A
1755,NV,32,15,863368,Lander County,H1,A
1756,NV,32,17,863992,Lincoln County,H1,A
1757,NV,32,19,858645,Lyon County,H1,A
1758,NV,32,21,858644,Mineral County,H1,A
1759,NV,32,23,863599,Nye County,H1,A
1760,NV,32,27,858646,Pershing County,H1,A
1761,NV,32,29,858642,Storey County,H1,A
1762,NV,32,31,858608,Washoe County,H1,A
1763,NV,32,33,858615,White Pine County,H1,A
1764,NV,32,510,863219,Carson City,C7,F
1765,NH,33,1,873174,Belknap County,H1,A
1766,NH,33,3,873175,Carroll County,H1,A
1767,NH,33,5,873176,Cheshire County,H1,A
1768,NH,33,7,873177,Coos County,H1,A
1769,NH,33,9,873178,Grafton County,H1,A
1770,NH,33,11,873179,Hillsborough County,H1,A
1771,NH,33,13,873180,Merrimack County,H1,A
1772,NH,33,15,873181,Rockingham County,H1,A
1773,NH,33,17,873182,Strafford County,H1,A
1774,NH,33,19,873183,Sullivan County,H1,A
1775,NJ,34,1,882270,Atlantic County,H1,A
1776,NJ,34,3,882271,Bergen County,H1,A
1777,NJ,34,5,882272,Burlington County,H1,A
1778,NJ,34,7,882273,Camden County,H1,A
1779,NJ,34,9,882274,Cape May County,H1,A
1780,NJ,34,11,882275,Cumberland County,H1,A
1781,NJ,34,13,882276,Essex County,H1,A
1782,NJ,34,15,882277,Gloucester County,H1,A
1783,NJ,34,17,882278,Hudson County,H1,A
1784,NJ,34,19,882228,Hunterdon County,H1,A
1785,NJ,34,21,882229,Mercer County,H1,A
1786,NJ,34,23,882230,Middlesex County,H1,A
1787,NJ,34,25,882910,Monmouth County,H1,A
1788,NJ,34,27,882231,Morris County,H1,A
1789,NJ,34,29,882279,Ocean County,H1,A
1790,NJ,34,31,882232,Passaic County,H1,A
1791,NJ,34,33,882233,Salem County,H1,A
1792,NJ,34,35,882234,Somerset County,H1,A
1793,NJ,34,37,882236,Sussex County,H1,A
1794,NJ,34,39,882235,Union County,H1,A
1795,NJ,34,41,882237,Warren County,H1,A
1796,NM,35,1,1702363,Bernalillo County,H1,A
1797,NM,35,3,929108,Catron County,H1,A
1798,NM,35,5,1702364,Chaves County,H1,A
1799,NM,35,6,933051,Cibola County,H1,A
1800,NM,35,7,929117,Colfax County,H1,A
1801,NM,35,9,933053,Curry County,H1,A
1802,NM,35,11,933054,De Baca County,H1,A
1803,NM,35,13,929109,Doña Ana County,H1,A
1804,NM,35,15,936829,Eddy County,H1,A
1805,NM,35,17,915980,Grant County,H1,A
1806,NM,35,19,929111,Guadalupe County,H1,A
1807,NM,35,21,933055,Harding County,H1,A
1808,NM,35,23,929106,Hidalgo County,H1,A
1809,NM,35,25,1702365,Lea County,H1,A
1810,NM,35,27,929116,Lincoln County,H1,A
1811,NM,35,28,1702366,Los Alamos County,H1,A
1812,NM,35,29,933057,Luna County,H1,A
1813,NM,35,31,929107,McKinley County,H1,A
1814,NM,35,33,1702367,Mora County,H1,A
1815,NM,35,35,929104,Otero County,H1,A
1816,NM,35,37,929110,Quay County,H1,A
1817,NM,35,39,1702368,Rio Arriba County,H1,A
1818,NM,35,41,1702369,Roosevelt County,H1,A
1819,NM,35,43,929113,Sandoval County,H1,A
1820,NM,35,45,936844,San Juan County,H1,A
1821,NM,35,47,929114,San Miguel County,H1,A
1822,NM,35,49,933322,Santa Fe County,H1,A
1823,NM,35,51,1702370,Sierra County,H1,A
1824,NM,35,53,1702371,Socorro County,H1,A
1825,NM,35,55,933056,Taos County,H1,A
1826,NM,35,57,929112,Torrance County,H1,A
1827,NM,35,59,929115,Union County,H1,A
1828,NM,35,61,933052,Valencia County,H1,A
1829,NY,36,1,974099,Albany County,H1,A
1830,NY,36,3,974100,Allegany County,H1,A
1831,NY,36,5,974101,Bronx County,H6,C
1832,NY,36,7,974102,Broome County,H1,A
1833,NY,36,9,974103,Cattaraugus County,H1,A
1834,NY,36,11,974104,Cayuga County,H1,A
1835,NY,36,13,974105,Chautauqua County,H1,A
1836,NY,36,15,974106,Chemung County,H1,A
1837,NY,36,17,974107,Chenango County,H1,A
1838,NY,36,19,974108,Clinton County,H1,A
1839,NY,36,21,974109,Columbia County,H1,A
1840,NY,36,23,974110,Cortland County,H1,A
1841,NY,36,25,974111,Delaware County,H1,A
1842,NY,36,27,974112,Dutchess County,H1,A
1843,NY,36,29,974113,Erie County,H1,A
1844,NY,36,31,974114,Essex County,H1,A
1845,NY,36,33,974115,Franklin County,H1,A
1846,NY,36,35,974116,Fulton County,H1,A
1847,NY,36,37,974117,Genesee County,H1,A
1848,NY,36,39,974118,Greene County,H1,A
1849,NY,36,41,974119,Hamilton County,H1,A
1850,NY,36,43,974120,Herkimer County,H1,A
1851,NY,36,45,974121,Jefferson County,H1,A
1852,NY,36,47,974122,Kings County,H6,C
1853,NY,36,49,974123,Lewis County,H1,A
1854,NY,36,51,974124,Livingston County,H1,A
1855,NY,36,53,974125,Madison County,H1,A
1856,NY,36,55,974126,Monroe County,H1,A
1857,NY,36,57,974127,Montgomery County,H1,A
1858,NY,36,59,974128,Nassau County,H1,A
1859,NY,36,61,974129,New York County,H6,C
1860,NY,36,63,974130,Niagara County,H1,A
1861,NY,36,65,974131,Oneida County,H1,A
1862,NY,36,67,974132,Onondaga County,H1,A
1863,NY,36,69,974133,Ontario County,H1,A
1864,NY,36,71,974134,Orange County,H1,A
1865,NY,36,73,974135,Orleans County,H1,A
1866,NY,36,75,974136,Oswego County,H1,A
1867,NY,36,77,974137,Otsego County,H1,A
1868,NY,36,79,974138,Putnam County,H1,A
1869,NY,36,81,974139,Queens County,H6,C
1870,NY,36,83,974140,Rensselaer County,H1,A
1871,NY,36,85,974141,Richmond County,H6,C
1872,NY,36,87,974142,Rockland County,H1,A
1873,NY,36,89,977309,St. Lawrence County,H1,A
1874,NY,36,91,974143,Saratoga County,H1,A
1875,NY,36,93,974144,Schenectady County,H1,A
1876,NY,36,95,974145,Schoharie County,H1,A
1877,NY,36,97,974146,Schuyler County,H1,A
1878,NY,36,99,974147,Seneca County,H1,A
1879,NY,36,101,974148,Steuben County,H1,A
1880,NY,36,103,974149,Suffolk County,H1,A
1881,NY,36,105,974150,Sullivan County,H1,A
1882,NY,36,107,974151,Tioga County,H1,A
1883,NY,36,109,974152,Tompkins County,H1,A
